;appointment timestamp;center age group;center id;test type;grab timestamp
1148021;2019-01-17 12:15;adult;10207;Blood Test;2019-01-15 17:11
1148022;2019-01-17 12:20;adult;10207;Blood Test;2019-01-15 17:11
1148023;2019-01-17 12:25;adult;10207;Blood Test;2019-01-15 17:11
1148024;2019-01-17 12:30;adult;10207;Blood Test;2019-01-15 17:11
1148025;2019-01-17 12:35;adult;10207;Blood Test;2019-01-15 17:11
1148026;2019-01-17 12:40;adult;10207;Blood Test;2019-01-15 17:11
1148027;2019-01-17 12:45;adult;10207;Blood Test;2019-01-15 17:11
1148028;2019-01-17 12:50;adult;10207;Blood Test;2019-01-15 17:11
1148029;2019-01-17 13:00;adult;10207;Blood Test;2019-01-15 17:11
1148030;2019-01-17 13:05;adult;10207;Blood Test;2019-01-15 17:11
1148031;2019-01-17 13:10;adult;10207;Blood Test;2019-01-15 17:11
1148032;2019-01-17 13:15;adult;10207;Blood Test;2019-01-15 17:11
1148033;2019-01-17 13:20;adult;10207;Blood Test;2019-01-15 17:11
1148034;2019-01-17 13:25;adult;10207;Blood Test;2019-01-15 17:11
1148035;2019-01-17 13:30;adult;10207;Blood Test;2019-01-15 17:11
1148036;2019-01-17 13:35;adult;10207;Blood Test;2019-01-15 17:11
1148037;2019-01-17 13:40;adult;10207;Blood Test;2019-01-15 17:11
1148038;2019-01-17 13:45;adult;10207;Blood Test;2019-01-15 17:11
1148039;2019-01-17 13:50;adult;10207;Blood Test;2019-01-15 17:11
1148040;2019-01-17 14:05;adult;10207;Blood Test;2019-01-15 17:11
1148041;2019-01-17 14:10;adult;10207;Blood Test;2019-01-15 17:11
1148042;2019-01-17 14:15;adult;10207;Blood Test;2019-01-15 17:11
1148043;2019-01-17 14:20;adult;10207;Blood Test;2019-01-15 17:11
1148044;2019-01-17 14:25;adult;10207;Blood Test;2019-01-15 17:11
1148045;2019-01-17 14:30;adult;10207;Blood Test;2019-01-15 17:11
1148046;2019-01-17 14:35;adult;10207;Blood Test;2019-01-15 17:11
1148047;2019-01-17 14:40;adult;10207;Blood Test;2019-01-15 17:11
1148048;2019-01-17 14:45;adult;10207;Blood Test;2019-01-15 17:11
1148049;2019-01-17 14:50;adult;10207;Blood Test;2019-01-15 17:11
1148050;2019-01-17 15:10;adult;10207;Blood Test;2019-01-15 17:11
1148051;2019-01-17 15:15;adult;10207;Blood Test;2019-01-15 17:11
1148052;2019-01-17 15:20;adult;10207;Blood Test;2019-01-15 17:11
1148053;2019-01-17 15:25;adult;10207;Blood Test;2019-01-15 17:11
1148054;2019-01-17 15:40;adult;10207;Blood Test;2019-01-15 17:11
1148055;2019-01-17 15:45;adult;10207;Blood Test;2019-01-15 17:11
1148056;2019-01-17 15:50;adult;10207;Blood Test;2019-01-15 17:11
1148057;2019-01-17 16:10;adult;10207;Blood Test;2019-01-15 17:11
1148058;2019-01-17 16:15;adult;10207;Blood Test;2019-01-15 17:11
1148059;2019-01-17 16:20;adult;10207;Blood Test;2019-01-15 17:11
1148060;2019-01-17 16:25;adult;10207;Blood Test;2019-01-15 17:11
1148061;2019-01-17 16:30;adult;10207;Blood Test;2019-01-15 17:11
1148062;2019-01-17 16:35;adult;10207;Blood Test;2019-01-15 17:11
1148063;2019-01-17 16:40;adult;10207;Blood Test;2019-01-15 17:11
1201695;2019-01-17 08:35;adult;10207;Blood Test;2019-01-15 17:20
1201696;2019-01-17 08:40;adult;10207;Blood Test;2019-01-15 17:20
1201697;2019-01-17 08:45;adult;10207;Blood Test;2019-01-15 17:20
1201698;2019-01-17 08:50;adult;10207;Blood Test;2019-01-15 17:20
1201699;2019-01-17 09:10;adult;10207;Blood Test;2019-01-15 17:20
1201700;2019-01-17 09:15;adult;10207;Blood Test;2019-01-15 17:20
1201701;2019-01-17 09:20;adult;10207;Blood Test;2019-01-15 17:20
1201702;2019-01-17 09:40;adult;10207;Blood Test;2019-01-15 17:20
1201703;2019-01-17 09:45;adult;10207;Blood Test;2019-01-15 17:20
1201704;2019-01-17 09:50;adult;10207;Blood Test;2019-01-15 17:20
1201705;2019-01-17 10:15;adult;10207;Blood Test;2019-01-15 17:20
1201706;2019-01-17 10:20;adult;10207;Blood Test;2019-01-15 17:20
1201707;2019-01-17 10:40;adult;10207;Blood Test;2019-01-15 17:20
1201708;2019-01-17 10:45;adult;10207;Blood Test;2019-01-15 17:20
1201709;2019-01-17 10:50;adult;10207;Blood Test;2019-01-15 17:20
1201710;2019-01-17 11:05;adult;10207;Blood Test;2019-01-15 17:20
1201711;2019-01-17 11:10;adult;10207;Blood Test;2019-01-15 17:20
1201712;2019-01-17 11:15;adult;10207;Blood Test;2019-01-15 17:20
1201713;2019-01-17 11:20;adult;10207;Blood Test;2019-01-15 17:20
1201714;2019-01-17 11:25;adult;10207;Blood Test;2019-01-15 17:20
1201715;2019-01-17 11:40;adult;10207;Blood Test;2019-01-15 17:20
1201716;2019-01-17 11:45;adult;10207;Blood Test;2019-01-15 17:20
1201717;2019-01-17 11:50;adult;10207;Blood Test;2019-01-15 17:20
1201718;2019-01-17 12:00;adult;10207;Blood Test;2019-01-15 17:20
1201719;2019-01-17 12:05;adult;10207;Blood Test;2019-01-15 17:20
1201720;2019-01-17 12:10;adult;10207;Blood Test;2019-01-15 17:20
1201721;2019-01-17 12:15;adult;10207;Blood Test;2019-01-15 17:20
1201722;2019-01-17 12:20;adult;10207;Blood Test;2019-01-15 17:20
1201723;2019-01-17 12:25;adult;10207;Blood Test;2019-01-15 17:20
1201724;2019-01-17 12:30;adult;10207;Blood Test;2019-01-15 17:20
1201725;2019-01-17 12:35;adult;10207;Blood Test;2019-01-15 17:20
1201726;2019-01-17 12:40;adult;10207;Blood Test;2019-01-15 17:20
1201727;2019-01-17 12:45;adult;10207;Blood Test;2019-01-15 17:20
1201728;2019-01-17 12:50;adult;10207;Blood Test;2019-01-15 17:20
1201729;2019-01-17 13:00;adult;10207;Blood Test;2019-01-15 17:20
1201730;2019-01-17 13:05;adult;10207;Blood Test;2019-01-15 17:20
1201731;2019-01-17 13:10;adult;10207;Blood Test;2019-01-15 17:20
1201732;2019-01-17 13:15;adult;10207;Blood Test;2019-01-15 17:20
1201733;2019-01-17 13:20;adult;10207;Blood Test;2019-01-15 17:20
1201734;2019-01-17 13:25;adult;10207;Blood Test;2019-01-15 17:20
1201735;2019-01-17 13:30;adult;10207;Blood Test;2019-01-15 17:20
1201736;2019-01-17 13:35;adult;10207;Blood Test;2019-01-15 17:20
1201737;2019-01-17 13:40;adult;10207;Blood Test;2019-01-15 17:20
1201738;2019-01-17 13:45;adult;10207;Blood Test;2019-01-15 17:20
1201739;2019-01-17 13:50;adult;10207;Blood Test;2019-01-15 17:20
1201740;2019-01-17 14:05;adult;10207;Blood Test;2019-01-15 17:20
1201741;2019-01-17 14:10;adult;10207;Blood Test;2019-01-15 17:20
1201742;2019-01-17 14:15;adult;10207;Blood Test;2019-01-15 17:20
1201743;2019-01-17 14:20;adult;10207;Blood Test;2019-01-15 17:20
1201744;2019-01-17 14:25;adult;10207;Blood Test;2019-01-15 17:20
1201745;2019-01-17 14:30;adult;10207;Blood Test;2019-01-15 17:20
1201746;2019-01-17 14:35;adult;10207;Blood Test;2019-01-15 17:20
1201747;2019-01-17 14:40;adult;10207;Blood Test;2019-01-15 17:20
1201748;2019-01-17 14:45;adult;10207;Blood Test;2019-01-15 17:20
1201749;2019-01-17 14:50;adult;10207;Blood Test;2019-01-15 17:20
1201750;2019-01-17 15:10;adult;10207;Blood Test;2019-01-15 17:20
1201751;2019-01-17 15:15;adult;10207;Blood Test;2019-01-15 17:20
1201752;2019-01-17 15:20;adult;10207;Blood Test;2019-01-15 17:20
1201753;2019-01-17 15:25;adult;10207;Blood Test;2019-01-15 17:20
1201754;2019-01-17 15:40;adult;10207;Blood Test;2019-01-15 17:20
1201755;2019-01-17 15:45;adult;10207;Blood Test;2019-01-15 17:20
1201756;2019-01-17 15:50;adult;10207;Blood Test;2019-01-15 17:20
1201757;2019-01-17 16:10;adult;10207;Blood Test;2019-01-15 17:20
1201758;2019-01-17 16:15;adult;10207;Blood Test;2019-01-15 17:20
1201759;2019-01-17 16:20;adult;10207;Blood Test;2019-01-15 17:20
1201760;2019-01-17 16:25;adult;10207;Blood Test;2019-01-15 17:20
1201761;2019-01-17 16:30;adult;10207;Blood Test;2019-01-15 17:20
1201762;2019-01-17 16:35;adult;10207;Blood Test;2019-01-15 17:20
1201763;2019-01-17 16:40;adult;10207;Blood Test;2019-01-15 17:20
1255386;2019-01-17 08:35;adult;10207;Blood Test;2019-01-15 17:30
1255387;2019-01-17 08:40;adult;10207;Blood Test;2019-01-15 17:30
1255388;2019-01-17 08:45;adult;10207;Blood Test;2019-01-15 17:30
1255389;2019-01-17 08:50;adult;10207;Blood Test;2019-01-15 17:30
1255390;2019-01-17 09:10;adult;10207;Blood Test;2019-01-15 17:30
1255391;2019-01-17 09:15;adult;10207;Blood Test;2019-01-15 17:30
1255392;2019-01-17 09:20;adult;10207;Blood Test;2019-01-15 17:30
1255393;2019-01-17 09:40;adult;10207;Blood Test;2019-01-15 17:30
1255394;2019-01-17 09:45;adult;10207;Blood Test;2019-01-15 17:30
1255395;2019-01-17 09:50;adult;10207;Blood Test;2019-01-15 17:30
1255396;2019-01-17 10:15;adult;10207;Blood Test;2019-01-15 17:30
1255397;2019-01-17 10:20;adult;10207;Blood Test;2019-01-15 17:30
1255398;2019-01-17 10:40;adult;10207;Blood Test;2019-01-15 17:30
1255399;2019-01-17 10:45;adult;10207;Blood Test;2019-01-15 17:30
1255400;2019-01-17 10:50;adult;10207;Blood Test;2019-01-15 17:30
1255401;2019-01-17 11:05;adult;10207;Blood Test;2019-01-15 17:30
1255402;2019-01-17 11:10;adult;10207;Blood Test;2019-01-15 17:30
1255403;2019-01-17 11:15;adult;10207;Blood Test;2019-01-15 17:30
1255404;2019-01-17 11:20;adult;10207;Blood Test;2019-01-15 17:30
1255405;2019-01-17 11:25;adult;10207;Blood Test;2019-01-15 17:30
1255406;2019-01-17 11:40;adult;10207;Blood Test;2019-01-15 17:30
1255407;2019-01-17 11:45;adult;10207;Blood Test;2019-01-15 17:30
1255408;2019-01-17 11:50;adult;10207;Blood Test;2019-01-15 17:30
1255409;2019-01-17 12:00;adult;10207;Blood Test;2019-01-15 17:30
1255410;2019-01-17 12:05;adult;10207;Blood Test;2019-01-15 17:30
1255411;2019-01-17 12:10;adult;10207;Blood Test;2019-01-15 17:30
1255412;2019-01-17 12:15;adult;10207;Blood Test;2019-01-15 17:30
1255413;2019-01-17 12:20;adult;10207;Blood Test;2019-01-15 17:30
1255414;2019-01-17 12:25;adult;10207;Blood Test;2019-01-15 17:30
1255415;2019-01-17 12:30;adult;10207;Blood Test;2019-01-15 17:30
1255416;2019-01-17 12:35;adult;10207;Blood Test;2019-01-15 17:30
1255417;2019-01-17 12:40;adult;10207;Blood Test;2019-01-15 17:30
1255418;2019-01-17 12:45;adult;10207;Blood Test;2019-01-15 17:30
1255419;2019-01-17 12:50;adult;10207;Blood Test;2019-01-15 17:30
1255420;2019-01-17 13:00;adult;10207;Blood Test;2019-01-15 17:30
1255421;2019-01-17 13:05;adult;10207;Blood Test;2019-01-15 17:30
1255422;2019-01-17 13:10;adult;10207;Blood Test;2019-01-15 17:30
1255423;2019-01-17 13:15;adult;10207;Blood Test;2019-01-15 17:30
1255424;2019-01-17 13:20;adult;10207;Blood Test;2019-01-15 17:30
1255425;2019-01-17 13:25;adult;10207;Blood Test;2019-01-15 17:30
1255426;2019-01-17 13:30;adult;10207;Blood Test;2019-01-15 17:30
1255427;2019-01-17 13:35;adult;10207;Blood Test;2019-01-15 17:30
1255428;2019-01-17 13:40;adult;10207;Blood Test;2019-01-15 17:30
1255429;2019-01-17 13:45;adult;10207;Blood Test;2019-01-15 17:30
1255430;2019-01-17 13:50;adult;10207;Blood Test;2019-01-15 17:30
1255431;2019-01-17 14:05;adult;10207;Blood Test;2019-01-15 17:30
1255432;2019-01-17 14:10;adult;10207;Blood Test;2019-01-15 17:30
1255433;2019-01-17 14:15;adult;10207;Blood Test;2019-01-15 17:30
1255434;2019-01-17 14:20;adult;10207;Blood Test;2019-01-15 17:30
1255435;2019-01-17 14:25;adult;10207;Blood Test;2019-01-15 17:30
1255436;2019-01-17 14:30;adult;10207;Blood Test;2019-01-15 17:30
1255437;2019-01-17 14:35;adult;10207;Blood Test;2019-01-15 17:30
1255438;2019-01-17 14:40;adult;10207;Blood Test;2019-01-15 17:30
1255439;2019-01-17 14:45;adult;10207;Blood Test;2019-01-15 17:30
1255440;2019-01-17 14:50;adult;10207;Blood Test;2019-01-15 17:30
1255441;2019-01-17 15:10;adult;10207;Blood Test;2019-01-15 17:30
1255442;2019-01-17 15:15;adult;10207;Blood Test;2019-01-15 17:30
1255443;2019-01-17 15:20;adult;10207;Blood Test;2019-01-15 17:30
1255444;2019-01-17 15:25;adult;10207;Blood Test;2019-01-15 17:30
1255445;2019-01-17 15:40;adult;10207;Blood Test;2019-01-15 17:30
1255446;2019-01-17 15:45;adult;10207;Blood Test;2019-01-15 17:30
1255447;2019-01-17 15:50;adult;10207;Blood Test;2019-01-15 17:30
1255448;2019-01-17 16:10;adult;10207;Blood Test;2019-01-15 17:30
1255449;2019-01-17 16:15;adult;10207;Blood Test;2019-01-15 17:30
1255450;2019-01-17 16:20;adult;10207;Blood Test;2019-01-15 17:30
1255451;2019-01-17 16:25;adult;10207;Blood Test;2019-01-15 17:30
1255452;2019-01-17 16:30;adult;10207;Blood Test;2019-01-15 17:30
1255453;2019-01-17 16:35;adult;10207;Blood Test;2019-01-15 17:30
1255454;2019-01-17 16:40;adult;10207;Blood Test;2019-01-15 17:30
1309068;2019-01-17 08:35;adult;10207;Blood Test;2019-01-15 17:39
1309069;2019-01-17 08:40;adult;10207;Blood Test;2019-01-15 17:39
1309070;2019-01-17 08:45;adult;10207;Blood Test;2019-01-15 17:39
1309071;2019-01-17 08:50;adult;10207;Blood Test;2019-01-15 17:39
1309072;2019-01-17 09:10;adult;10207;Blood Test;2019-01-15 17:39
1309073;2019-01-17 09:15;adult;10207;Blood Test;2019-01-15 17:39
1309074;2019-01-17 09:20;adult;10207;Blood Test;2019-01-15 17:39
1309075;2019-01-17 09:40;adult;10207;Blood Test;2019-01-15 17:39
1309076;2019-01-17 09:45;adult;10207;Blood Test;2019-01-15 17:39
1309077;2019-01-17 09:50;adult;10207;Blood Test;2019-01-15 17:39
1309078;2019-01-17 10:15;adult;10207;Blood Test;2019-01-15 17:39
1309079;2019-01-17 10:20;adult;10207;Blood Test;2019-01-15 17:39
1309080;2019-01-17 10:40;adult;10207;Blood Test;2019-01-15 17:39
1309081;2019-01-17 10:45;adult;10207;Blood Test;2019-01-15 17:39
1309082;2019-01-17 10:50;adult;10207;Blood Test;2019-01-15 17:39
1309083;2019-01-17 11:05;adult;10207;Blood Test;2019-01-15 17:39
1309084;2019-01-17 11:10;adult;10207;Blood Test;2019-01-15 17:39
1309085;2019-01-17 11:15;adult;10207;Blood Test;2019-01-15 17:39
1309086;2019-01-17 11:20;adult;10207;Blood Test;2019-01-15 17:39
1309087;2019-01-17 11:25;adult;10207;Blood Test;2019-01-15 17:39
1309088;2019-01-17 11:40;adult;10207;Blood Test;2019-01-15 17:39
1309089;2019-01-17 11:45;adult;10207;Blood Test;2019-01-15 17:39
1309090;2019-01-17 11:50;adult;10207;Blood Test;2019-01-15 17:39
1309091;2019-01-17 12:00;adult;10207;Blood Test;2019-01-15 17:39
1309092;2019-01-17 12:05;adult;10207;Blood Test;2019-01-15 17:39
1309093;2019-01-17 12:10;adult;10207;Blood Test;2019-01-15 17:39
1309094;2019-01-17 12:15;adult;10207;Blood Test;2019-01-15 17:39
1309095;2019-01-17 12:20;adult;10207;Blood Test;2019-01-15 17:39
1309096;2019-01-17 12:25;adult;10207;Blood Test;2019-01-15 17:39
1309097;2019-01-17 12:30;adult;10207;Blood Test;2019-01-15 17:39
1309098;2019-01-17 12:35;adult;10207;Blood Test;2019-01-15 17:39
1309099;2019-01-17 12:40;adult;10207;Blood Test;2019-01-15 17:39
1309100;2019-01-17 12:45;adult;10207;Blood Test;2019-01-15 17:39
1309101;2019-01-17 12:50;adult;10207;Blood Test;2019-01-15 17:39
1309102;2019-01-17 13:00;adult;10207;Blood Test;2019-01-15 17:39
1309103;2019-01-17 13:05;adult;10207;Blood Test;2019-01-15 17:39
1309104;2019-01-17 13:10;adult;10207;Blood Test;2019-01-15 17:39
1309105;2019-01-17 13:15;adult;10207;Blood Test;2019-01-15 17:39
1309106;2019-01-17 13:20;adult;10207;Blood Test;2019-01-15 17:39
1309107;2019-01-17 13:25;adult;10207;Blood Test;2019-01-15 17:39
1309108;2019-01-17 13:30;adult;10207;Blood Test;2019-01-15 17:39
1309109;2019-01-17 13:35;adult;10207;Blood Test;2019-01-15 17:39
1309110;2019-01-17 13:40;adult;10207;Blood Test;2019-01-15 17:39
1309111;2019-01-17 13:45;adult;10207;Blood Test;2019-01-15 17:39
1309112;2019-01-17 13:50;adult;10207;Blood Test;2019-01-15 17:39
1309113;2019-01-17 14:05;adult;10207;Blood Test;2019-01-15 17:39
1309114;2019-01-17 14:10;adult;10207;Blood Test;2019-01-15 17:39
1309115;2019-01-17 14:15;adult;10207;Blood Test;2019-01-15 17:39
1309116;2019-01-17 14:20;adult;10207;Blood Test;2019-01-15 17:39
1309117;2019-01-17 14:25;adult;10207;Blood Test;2019-01-15 17:39
1309118;2019-01-17 14:30;adult;10207;Blood Test;2019-01-15 17:39
1309119;2019-01-17 14:35;adult;10207;Blood Test;2019-01-15 17:39
1309120;2019-01-17 14:40;adult;10207;Blood Test;2019-01-15 17:39
1309121;2019-01-17 14:45;adult;10207;Blood Test;2019-01-15 17:39
1309122;2019-01-17 14:50;adult;10207;Blood Test;2019-01-15 17:39
1309123;2019-01-17 15:10;adult;10207;Blood Test;2019-01-15 17:39
1309124;2019-01-17 15:15;adult;10207;Blood Test;2019-01-15 17:39
1309125;2019-01-17 15:20;adult;10207;Blood Test;2019-01-15 17:39
1309126;2019-01-17 15:25;adult;10207;Blood Test;2019-01-15 17:39
1309127;2019-01-17 15:40;adult;10207;Blood Test;2019-01-15 17:39
1309128;2019-01-17 15:45;adult;10207;Blood Test;2019-01-15 17:39
1309129;2019-01-17 15:50;adult;10207;Blood Test;2019-01-15 17:39
1309130;2019-01-17 16:10;adult;10207;Blood Test;2019-01-15 17:39
1309131;2019-01-17 16:15;adult;10207;Blood Test;2019-01-15 17:39
1309132;2019-01-17 16:20;adult;10207;Blood Test;2019-01-15 17:39
1309133;2019-01-17 16:25;adult;10207;Blood Test;2019-01-15 17:39
1309134;2019-01-17 16:30;adult;10207;Blood Test;2019-01-15 17:39
1309135;2019-01-17 16:35;adult;10207;Blood Test;2019-01-15 17:39
1309136;2019-01-17 16:40;adult;10207;Blood Test;2019-01-15 17:39
1362750;2019-01-17 08:35;adult;10207;Blood Test;2019-01-15 17:40
1362751;2019-01-17 08:40;adult;10207;Blood Test;2019-01-15 17:40
1362752;2019-01-17 08:45;adult;10207;Blood Test;2019-01-15 17:40
1362753;2019-01-17 08:50;adult;10207;Blood Test;2019-01-15 17:40
1362754;2019-01-17 09:10;adult;10207;Blood Test;2019-01-15 17:40
1362755;2019-01-17 09:15;adult;10207;Blood Test;2019-01-15 17:40
1362756;2019-01-17 09:20;adult;10207;Blood Test;2019-01-15 17:40
1362757;2019-01-17 09:40;adult;10207;Blood Test;2019-01-15 17:40
1362758;2019-01-17 09:45;adult;10207;Blood Test;2019-01-15 17:40
1362759;2019-01-17 09:50;adult;10207;Blood Test;2019-01-15 17:40
1362760;2019-01-17 10:15;adult;10207;Blood Test;2019-01-15 17:40
1362761;2019-01-17 10:20;adult;10207;Blood Test;2019-01-15 17:40
1362762;2019-01-17 10:40;adult;10207;Blood Test;2019-01-15 17:40
1362763;2019-01-17 10:45;adult;10207;Blood Test;2019-01-15 17:40
1362764;2019-01-17 10:50;adult;10207;Blood Test;2019-01-15 17:40
1362765;2019-01-17 11:05;adult;10207;Blood Test;2019-01-15 17:40
1362766;2019-01-17 11:10;adult;10207;Blood Test;2019-01-15 17:40
1362767;2019-01-17 11:15;adult;10207;Blood Test;2019-01-15 17:40
1362768;2019-01-17 11:20;adult;10207;Blood Test;2019-01-15 17:40
1362769;2019-01-17 11:25;adult;10207;Blood Test;2019-01-15 17:40
1362770;2019-01-17 11:40;adult;10207;Blood Test;2019-01-15 17:40
1362771;2019-01-17 11:45;adult;10207;Blood Test;2019-01-15 17:40
1362772;2019-01-17 11:50;adult;10207;Blood Test;2019-01-15 17:40
1362773;2019-01-17 12:00;adult;10207;Blood Test;2019-01-15 17:40
1362774;2019-01-17 12:05;adult;10207;Blood Test;2019-01-15 17:40
1362775;2019-01-17 12:10;adult;10207;Blood Test;2019-01-15 17:40
1362776;2019-01-17 12:15;adult;10207;Blood Test;2019-01-15 17:40
1362777;2019-01-17 12:20;adult;10207;Blood Test;2019-01-15 17:40
1362778;2019-01-17 12:25;adult;10207;Blood Test;2019-01-15 17:40
1362779;2019-01-17 12:30;adult;10207;Blood Test;2019-01-15 17:40
1362780;2019-01-17 12:35;adult;10207;Blood Test;2019-01-15 17:40
1362781;2019-01-17 12:40;adult;10207;Blood Test;2019-01-15 17:40
1362782;2019-01-17 12:45;adult;10207;Blood Test;2019-01-15 17:40
1362783;2019-01-17 12:50;adult;10207;Blood Test;2019-01-15 17:40
1362784;2019-01-17 13:00;adult;10207;Blood Test;2019-01-15 17:40
1362785;2019-01-17 13:05;adult;10207;Blood Test;2019-01-15 17:40
1362786;2019-01-17 13:10;adult;10207;Blood Test;2019-01-15 17:40
1362787;2019-01-17 13:15;adult;10207;Blood Test;2019-01-15 17:40
1362788;2019-01-17 13:20;adult;10207;Blood Test;2019-01-15 17:40
1362789;2019-01-17 13:25;adult;10207;Blood Test;2019-01-15 17:40
1362790;2019-01-17 13:30;adult;10207;Blood Test;2019-01-15 17:40
1362791;2019-01-17 13:35;adult;10207;Blood Test;2019-01-15 17:40
1362792;2019-01-17 13:40;adult;10207;Blood Test;2019-01-15 17:40
1362793;2019-01-17 13:45;adult;10207;Blood Test;2019-01-15 17:40
1362794;2019-01-17 13:50;adult;10207;Blood Test;2019-01-15 17:40
1362795;2019-01-17 14:05;adult;10207;Blood Test;2019-01-15 17:40
1362796;2019-01-17 14:10;adult;10207;Blood Test;2019-01-15 17:40
1362797;2019-01-17 14:15;adult;10207;Blood Test;2019-01-15 17:40
1362798;2019-01-17 14:20;adult;10207;Blood Test;2019-01-15 17:40
1362799;2019-01-17 14:25;adult;10207;Blood Test;2019-01-15 17:40
1362800;2019-01-17 14:30;adult;10207;Blood Test;2019-01-15 17:40
1362801;2019-01-17 14:35;adult;10207;Blood Test;2019-01-15 17:40
1362802;2019-01-17 14:40;adult;10207;Blood Test;2019-01-15 17:40
1362803;2019-01-17 14:45;adult;10207;Blood Test;2019-01-15 17:40
1362804;2019-01-17 14:50;adult;10207;Blood Test;2019-01-15 17:40
1362805;2019-01-17 15:10;adult;10207;Blood Test;2019-01-15 17:40
1362806;2019-01-17 15:15;adult;10207;Blood Test;2019-01-15 17:40
1362807;2019-01-17 15:20;adult;10207;Blood Test;2019-01-15 17:40
1362808;2019-01-17 15:25;adult;10207;Blood Test;2019-01-15 17:40
1362809;2019-01-17 15:40;adult;10207;Blood Test;2019-01-15 17:40
1362810;2019-01-17 15:45;adult;10207;Blood Test;2019-01-15 17:40
1362811;2019-01-17 15:50;adult;10207;Blood Test;2019-01-15 17:40
1362812;2019-01-17 16:10;adult;10207;Blood Test;2019-01-15 17:40
1362813;2019-01-17 16:15;adult;10207;Blood Test;2019-01-15 17:40
1362814;2019-01-17 16:20;adult;10207;Blood Test;2019-01-15 17:40
1362815;2019-01-17 16:25;adult;10207;Blood Test;2019-01-15 17:40
1362816;2019-01-17 16:30;adult;10207;Blood Test;2019-01-15 17:40
1362817;2019-01-17 16:35;adult;10207;Blood Test;2019-01-15 17:40
1362818;2019-01-17 16:40;adult;10207;Blood Test;2019-01-15 17:40
1416428;2019-01-17 08:40;adult;10207;Blood Test;2019-01-15 17:50
1416429;2019-01-17 08:45;adult;10207;Blood Test;2019-01-15 17:50
1416430;2019-01-17 08:50;adult;10207;Blood Test;2019-01-15 17:50
1416431;2019-01-17 09:10;adult;10207;Blood Test;2019-01-15 17:50
1416432;2019-01-17 09:15;adult;10207;Blood Test;2019-01-15 17:50
1416433;2019-01-17 09:20;adult;10207;Blood Test;2019-01-15 17:50
1416434;2019-01-17 09:40;adult;10207;Blood Test;2019-01-15 17:50
1416435;2019-01-17 09:45;adult;10207;Blood Test;2019-01-15 17:50
1416436;2019-01-17 09:50;adult;10207;Blood Test;2019-01-15 17:50
1416437;2019-01-17 10:15;adult;10207;Blood Test;2019-01-15 17:50
1416438;2019-01-17 10:20;adult;10207;Blood Test;2019-01-15 17:50
1416439;2019-01-17 10:40;adult;10207;Blood Test;2019-01-15 17:50
1416440;2019-01-17 10:45;adult;10207;Blood Test;2019-01-15 17:50
1416441;2019-01-17 10:50;adult;10207;Blood Test;2019-01-15 17:50
1416442;2019-01-17 11:05;adult;10207;Blood Test;2019-01-15 17:50
1416443;2019-01-17 11:10;adult;10207;Blood Test;2019-01-15 17:50
1416444;2019-01-17 11:15;adult;10207;Blood Test;2019-01-15 17:50
1416445;2019-01-17 11:20;adult;10207;Blood Test;2019-01-15 17:50
1416446;2019-01-17 11:25;adult;10207;Blood Test;2019-01-15 17:50
1416447;2019-01-17 11:40;adult;10207;Blood Test;2019-01-15 17:50
1416448;2019-01-17 11:45;adult;10207;Blood Test;2019-01-15 17:50
1416449;2019-01-17 11:50;adult;10207;Blood Test;2019-01-15 17:50
1416450;2019-01-17 12:00;adult;10207;Blood Test;2019-01-15 17:50
1416451;2019-01-17 12:05;adult;10207;Blood Test;2019-01-15 17:50
1416452;2019-01-17 12:10;adult;10207;Blood Test;2019-01-15 17:50
1416453;2019-01-17 12:15;adult;10207;Blood Test;2019-01-15 17:50
1416454;2019-01-17 12:20;adult;10207;Blood Test;2019-01-15 17:50
1416455;2019-01-17 12:25;adult;10207;Blood Test;2019-01-15 17:50
1416456;2019-01-17 12:30;adult;10207;Blood Test;2019-01-15 17:50
1416457;2019-01-17 12:35;adult;10207;Blood Test;2019-01-15 17:50
1416458;2019-01-17 12:40;adult;10207;Blood Test;2019-01-15 17:50
1416459;2019-01-17 12:45;adult;10207;Blood Test;2019-01-15 17:50
1416460;2019-01-17 12:50;adult;10207;Blood Test;2019-01-15 17:50
1416461;2019-01-17 13:00;adult;10207;Blood Test;2019-01-15 17:50
1416462;2019-01-17 13:05;adult;10207;Blood Test;2019-01-15 17:50
1416463;2019-01-17 13:10;adult;10207;Blood Test;2019-01-15 17:50
1416464;2019-01-17 13:15;adult;10207;Blood Test;2019-01-15 17:50
1416465;2019-01-17 13:20;adult;10207;Blood Test;2019-01-15 17:50
1416466;2019-01-17 13:25;adult;10207;Blood Test;2019-01-15 17:50
1416467;2019-01-17 13:30;adult;10207;Blood Test;2019-01-15 17:50
1416468;2019-01-17 13:35;adult;10207;Blood Test;2019-01-15 17:50
1416469;2019-01-17 13:40;adult;10207;Blood Test;2019-01-15 17:50
1416470;2019-01-17 13:45;adult;10207;Blood Test;2019-01-15 17:50
1416471;2019-01-17 13:50;adult;10207;Blood Test;2019-01-15 17:50
1416472;2019-01-17 14:05;adult;10207;Blood Test;2019-01-15 17:50
1416473;2019-01-17 14:10;adult;10207;Blood Test;2019-01-15 17:50
1416474;2019-01-17 14:15;adult;10207;Blood Test;2019-01-15 17:50
1416475;2019-01-17 14:20;adult;10207;Blood Test;2019-01-15 17:50
